state	year	spircons	unrate	perinc	emppop	beertax	sobapt	mormon	mlda	dry	yngdrv	vmiles	breath	jaild	comserd	allmort	mrall	allnite	mralln	allsvn	a1517	mra1517	a1517n	mra1517n	a1820	a1820n	mra1820	mra1820n	a2124	mra2124	a2124n	mra2124n	aidall	mraidall	pop	pop1517	pop1820	pop2124	miles	unus	epopus	gspch
16	1986	1.120000005	8.699999809	11541.7959	61.10325623	0.3482972085	1.07277	24.48620033	19	0	0.2073120028	7899.200684	0	0	0	258	0.000257485	48	4.79042e-005	35	33	0.000673469	5	0.0001020409982	31	10	0.00062	0.0001999999949	32	0.000507937	9	0.000142857	84.01999664	8.3857e-005	1002000.125	49000.03125	50000	62999.94141	7915	7	60.70000076	-0.01510581374
16	1987	1.059999943	8	11859	61.18143082	0.337500006	1.085399985	24.32119942	20.5	0	0.2022629976	8135.268555	0	0	0	262	0.000262525	53	5.31062e-005	39	22	0.00044898	5	0.0001020409982	34	11	0.00070833	0.0002291669953	34	0.000557377	11	0.000180328	78.18000031	7.8338e-005	998000.25	48999.95703	48000.22656	61000.00391	8119	6.199999809	61.5	0.0005642527249
16	1988	1.070000052	5.800000191	12189.60547	62.90097809	0.3248315752	1.098180056	24.15730095	21	0	0.1899940073	8102.682129	0	0	0	257	0.000256231	36	3.58923e-005	25	22	0.000458333	4	8.333299775e-005	30	6	0.0006383	0.0001276599942	30	0.000526316	6	0.000105263	72.80000305	7.2582e-005	1003001.188	48000.03516	46999.83984	56999.97656	8127	5.5	62.30000305	0.04958745837
17	1982	2.039999962	11.30000019	14743.43652	58.07431793	0.1885441542	2.346970081	0.2333000004	21	6.403550148	0.2093620002	5696.534668	0	0	0	1651	0.00014384	418	3.64175e-005	229	106	0.000181818	23	3.945099888e-005	203	80	0.0003282989	0.0001293788664	224	0.000266667	98	0.000116667	532.9899902	4.6435e-005	11478031	583000.5625	618339	839999	65385	9.699999809	57.79999924	-0.03993554786
17	1983	1.960000038	11.39999962	14745.41309	57.74565887	0.1811926663	2.370810032	0.2520000041	21	6.396309853	0.2050040066	5862.868164	0	0	0	1526	0.0001328	362	3.15029e-005	201	96	0.000171429	18	3.214300159e-005	187	64	0.0003089118	0.0001057238333	195	0.000235792	85	0.000102781	501.1000061	4.3608e-005	11490963	559998.625	605350.75	827000.0625	67370	9.600000381	57.90000153	0.01090667769
17	1984	1.929999948	9.100000381	15390.11035	59.13628769	0.1736263782	2.394900084	0.2721999884	21	6.379099846	0.1955119967	6067.52832	0	0	0	1547	0.000134265	343	2.97691e-005	206	99	0.000182994	27	4.990800153e-005	179	62	0.0003020407	0.0001046174657	231	0.000283088	72	8.8235e-005	462.2799988	4.0121e-005	11521990	541001.3125	592635.25	816000.625	69910	7.5	59.50000381	0.06890420616
17	1985	1.860000014	9	15602.75391	59.70356369	0.1673728824	2.419229984	0.293900013	21	6.371910095	0.1921879947	6141.67627	0	0	0	1534	0.000132987	304	2.63546e-005	162	73	0.000137736	13	2.452800072e-005	162	45	0.0002792204	7.75612134e-005	232	0.000291092	82	0.000102886	396.6900024	3.439e-005	11534962	529999.4375	580186.875	796998.875	70844	7.199999809	60.10000229	0.01876254007
17	1986	1.75	8.100000381	15988.64844	60.34324265	0.1630547047	2.443809986	0.3174999952	21	4.473209858	0.1855569929	6345.777344	0	0	0	1596	0.00013817	354	3.06467e-005	207	108	0.00019963	20	3.696899876e-005	178	64	0.0003133803	0.0001126760544	238	0.000320755	98	0.000132075	475.6700134	4.118e-005	11550988	541000.875	568000	741999.3125	73300	7	60.70000076	0.03088076971
17	1987	1.679999948	7.400000095	16417	60.99988937	0.1580000073	2.468630075	0.342900008	21	4.461229801	0.1825010031	6540.846191	1	0	0	1660	0.000143326	326	2.81471e-005	183	100	0.00018797	18	3.383500007e-005	173	54	0.00031284	9.764899733e-005	225	0.000311203	66	9.1286e-005	437.1099854	3.7741e-005	11581988	531999.8125	552998.3125	723000.75	75756	6.199999809	61.5	0.02636838518
17	1988	1.629999995	6.800000191	16915.30273	61.59708405	0.1520693004	2.493710041	0.3702999949	21	4.461229801	0.1709119976	6757.612793	1	0	0	1837	0.000158171	364	3.13415e-005	228	110	0.000216535	23	4.527599958e-005	210	68	0.00040541	0.000131274006	225	0.000307798	63	8.6183e-005	506.8500061	4.3641e-005	11614013	508001	517994.125	730998.875	78483	5.5	62.30000305	0.04505033791
18	1982	1.440000057	11.89999962	12282.81641	56.42292404	0.3091324568	1.804430008	0.3282999992	21	0	0.2029899955	7149.91748	1	0	0	961	0.000175269	235	4.28597e-005	131	65	0.000228873	21	7.394400018e-005	127	45	0.0004090964	0.0001449554111	141	0.000342233	53	0.000128641	348.8900146	6.3631e-005	5483000.5	284000.2812	310440.2812	412000.0312	39203	9.699999809	57.79999924	-0.06451991946
18	1983	1.389999986	11.10000038	12364.67871	56.48422241	0.2970791161	1.859019995	0.3434000015	21	0	0.1801979989	7277.506348	1	0	0	1016	0.000185605	212	3.87285e-005	130	65	0.000238971	11	4.044099842e-005	130	43	0.0004278077	0.0001415056176	146	0.000360494	56	0.000138272	346.769989	6.3349e-005	5473990.5	271999.5312	303874.875	404999.7812	39837	9.600000381	57.90000153	0.01555570215
18	1984	1.389999986	8.600000381	13008.79102	58.71964645	0.2846736312	1.915269971	0.3592000008	21	0	0.1032859981	7478.887207	0	0	0	925	0.000168427	191	3.47779e-005	119	83	0.000314394	20	7.575799827e-005	102	32	0.0003429168	0.0001075817272	137	0.000343358	54	0.000135338	351.4500122	6.3993e-005	5491993.5	263999.9375	297448.2812	399000.4688	41074	7.5	59.50000381	0.07730516791
18	1985	1.389999986	7.900000095	13161.0166	61.43695068	0.2744205296	1.973209977	0.3758000135	21	0	0.1851190031	7416.25293	0	0	0	974	0.000177123	166	3.01873e-005	93	77	0.000296154	14	5.384600081e-005	109	31	0.0003743677	0.0001064715398	157	0.000404639	52	0.000134021	302.4500122	5.5001e-005	5499003.5	259999.8594	291157.625	388000.1875	40782	7.199999809	60.10000229	0.01689146832
18	1986	1.279999971	6.699999809	13582.04297	62.45145798	0.2673405409	2.032919884	0.3930999935	21	0	0.1204200014	7714.322266	0	0	0	1038	0.000188624	192	3.48901e-005	131	83	0.000307407	15	5.555600001e-005	119	34	0.0004175439	0.0001192982454	142	0.000396648	55	0.000153631	290.3099976	5.2754e-005	5503011	270000.375	285000	358000.0312	42452	7	60.70000076	0.03076215461
18	1987	1.289999962	6.400000095	13937	61.92881393	0.2590529919	2.094419956	0.4111999869	21	0	0.0976620018	7977.21582	0	0	0	1055	0.000190743	194	3.5075e-005	123	100	0.00037037	20	7.407399971e-005	99	32	0.00035484	0.0001146950017	118	0.000336182	38	0.000108262	254.8600006	4.6079e-005	5531002.5	270000.2812	278998.9688	351000.3438	44122	6.199999809	61.5	0.040988639
18	1988	1.279999971	5.300000191	14363.81152	63.40649033	0.2493291497	2.157789946	0.4302000105	21	0	0.0731370002	9201.576172	0	0	0	1101	0.000198164	202	3.63571e-005	123	90	0.000344828	19	7.279699639e-005	132	36	0.00050769	0.0001384619973	141	0.000393855	44	0.000122905	322.3999939	5.8027e-005	5556004.5	260999.6875	260001.1719	357999.75	51124	5.5	62.30000305	0.03643875197
19	1982	1.25	8.5	12968.97363	60.02779007	0.3758949935	0.4666100144	0.3282999992	19	0	0.2163989991	6653.263184	0	0	0	480	0.000165119	87	2.99278e-005	61	52	0.000361111	6	4.166700091e-005	59	19	0.0003701644	0.0001192054988	66	0.000305556	21	9.7222e-005	219.2799988	7.5431e-005	2906994.5	144000.0469	159388.625	215999.6875	19341	9.699999809	57.79999924	-0.08951243013
19	1983	1.230000019	8.100000381	12573.39453	60.44465256	0.3612385392	0.503970027	0.3434000015	19	0	0.2043229938	6770.307617	1	0	0	514	0.000176997	123	4.23554e-005	72	42	0.000304348	10	7.246399764e-005	77	36	0.0004955154	0.0002316695172	75	0.000353774	32	0.000150943	211.5599976	7.285e-005	2904004	137999.9219	155393.7656	211999.75	19661	9.600000381	57.90000153	-0.05117135867
19	1984	1.159999967	7	13203.29688	60.74073792	0.3461538553	0.5443199873	0.3592000008	19	0	0.1930460036	7060.630371	1	0	0	420	0.000144678	100	3.44471e-005	61	32	0.000240602	7	5.263200001e-005	62	29	0.0004092435	0.0001914203458	56	0.000270531	22	0.00010628	168.6900024	5.8111e-005	2902998.5	132999.7188	151499.0469	207000.3125	20497	7.5	59.50000381	0.06784503162
19	1985	1.100000024	8	13351.69531	60.49325562	0.3336864412	0.5878999829	0.3757939935	19	0	0.1842360049	7001.037598	1	0	0	474	0.000164355	85	2.9473e-005	62	37	0.000286822	6	4.651199924e-005	71	21	0.0004806978	0.0001421782217	76	0.000383838	25	0.000126263	182.7510071	6.3367e-005	2884001	128999.8672	147701.9375	198000.2031	20191	7.199999809	60.10000229	-0.01988348179
19	1986	0.9800000191	7	13812.17773	62.52336502	0.3831269443	0.6349999905	0.3931109905	20	0	0.1782670021	7192.990234	1	0	0	441	0.000154737	93	3.26316e-005	62	49	0.000371212	5	3.787899914e-005	65	25	0.0004513889	0.0001736111153	51	0.000288136	13	7.3446e-005	146.9790039	5.1572e-005	2849997	132000.0469	144000	176999.75	20500	7	60.70000076	0.01437152736
19	1987	1.039999962	5.5	14284	64.03180695	0.4275000095	0.6858000159	0.4112269878	21	0	0.1725700051	7342.257324	1	0	0	491	0.000173253	91	3.21101e-005	61	42	0.000328125	6	4.687500041e-005	55	16	0.00039855	0.000115941999	56	0.000329412	13	7.6471e-005	186.0899963	6.5663e-005	2834005.75	128000	138000.25	169999.875	20808	6.199999809	61.5	-0.01280749869
19	1988	0.9599999785	4.5	14111.64551	66.68217468	0.4849268794	0.7407000065	0.4301770031	21	0	0.1563300043	7730.063477	1	0	0	557	0.000196542	106	3.7403e-005	65	40	0.000333333	8	6.66670021e-005	63	22	0.0005	0.000174603003	73	0.00041954	22	0.000126437	182.0509949	6.4238e-005	2834000	120000.1172	125999.9922	174000.0938	21907	5.5	62.30000305	0.02494143136
20	1982	1.289999962	6.300000191	14094.27246	62.73291779	0.4840095639	3.19659996	0.4264070094	21	0	0.2131049931	7333.069336	0	1	1	498	0.000206811	88	3.65449e-005	55	30	0.00027027	7	6.306300202e-005	56	18	0.0004158784	0.000133675203	77	0.000416216	24	0.00012973	288.3049927	0.000119728	2407995.75	111000.1172	134654.7344	185000.0938	17658	9.699999809	57.79999924	-0.01540560555
20	1983	1.230000019	6.099999905	13917.43164	62.44394684	0.4651376307	3.246099949	0.4402570128	21	0	0.2045529932	7479.61084	0	1	1	411	0.000169345	76	3.13144e-005	45	30	0.000283019	3	2.830199992e-005	59	28	0.0004491029	0.0002131335641	64	0.000351648	16	8.7912e-005	185.4290009	7.6402e-005	2426998	105999.9453	131373.0156	182000.1875	18153	9.600000381	57.90000153	0.009482613765
20	1984	1.210000038	5.199999809	14308.79102	63.11977386	0.4457142949	3.296299934	0.4545570016	21	0	0.1950349957	7670.887695	0	1	1	510	0.000209016	96	3.93443e-005	62	32	0.000313725	6	5.882400001e-005	60	22	0.0004681236	0.0001716453116	68	0.000384181	20	0.000112994	208.6690063	8.552e-005	2440004.5	102000.1562	128171.2812	176999.9062	18717	7.5	59.50000381	0.05495385826
20	1985	1.220000029	5	14631.35547	65.55184174	0.4296610355	3.347300053	0.4693210125	21	0	0.190181002	7867.333496	0	1	1	486	0.000198367	89	3.63265e-005	47	29	0.000287129	3	2.970300011e-005	61	20	0.0004878143	0.0001599391253	67	0.00039645	27	0.000159763	231.75	9.4592e-005	2450004.25	100999.8984	125047.5781	168999.875	19275	7.199999809	60.10000229	0.01078604534
20	1986	1.139999986	5.400000095	14977.2959	64.40771484	0.4185758531	3.399100065	0.4845649898	21	0	0.1835090071	8100.053223	1	1	1	500	0.000203335	110	4.47336e-005	56	38	0.00035514	7	6.542100164e-005	63	30	0.0005163935	0.0002459016396	59	0.000378205	17	0.000108974	216.0140076	8.7846e-005	2458996.25	107000.0625	122000	156000.0469	19918	7	60.70000076	0.0250776317
20	1987	1.080000043	4.900000095	15152	65.77510834	0.4056000113	3.451600075	0.500304997	21	0	0.1793850064	8304.130859	1	1	1	491	0.000198304	112	4.52342e-005	72	37	0.000352381	10	9.523799963e-005	62	24	0.00052542	0.0002033899946	66	0.000434211	27	0.000177632	184.4309998	7.4487e-005	2475996.5	104999.9844	118000.8359	151999.8438	20560.99805	6.199999809	61.5	0.002857493469
20	1988	1.080000043	4.800000191	15167.46875	66.143013	0.3903753757	3.505000114	0.5165550113	21	0	0.1703750044	8481.355469	1	1	1	483	0.000193587	95	3.80762e-005	63	34	0.000333333	7	6.862699956e-005	59	27	0.00053636	0.0002454550122	52	0.000342105	14	9.2105e-005	161.5350037	6.4743e-005	2495002.25	102000.1016	110000.7422	152000.125	21161.00195	5.5	62.30000305	0.02068554796
21	1982	1.429999948	10.60000038	11071.59863	55.83982468	0.215990454	24.04109955	0.3000000119	21	39.45330048	0.1952359974	6937.46582	0	0	0	822	0.000222523	159	4.30428e-005	100	67	0.000345361	14	7.216499944e-005	113	37	0.000542528	0.000177641894	119	0.000429603	33	0.000119134	279.1950073	7.5581e-005	3694000.25	193999.8906	208284.1875	276999.9062	25627	9.699999809	57.79999924	-0.02768386155
21	1983	1.379999995	11.69999981	10913.99121	55.22058487	0.2075687945	23.91270065	0.3000000119	21	39.24079895	0.2027149945	7194.142578	0	0	0	778	0.000209478	148	3.98492e-005	95	73	0.000390374	14	7.486600225e-005	92	35	0.0004484681	0.0001706128678	101	0.000364621	33	0.000119134	262.6080017	7.0708e-005	3713993.75	187000.1562	205142.7969	276999.9688	26719	9.600000381	57.90000153	0.01280268095
21	1984	1.299999952	9.300000191	11441.75781	56.90223694	0.198901087	23.78499985	0.3000000119	21	40.35409927	0.1916410029	7513.703125	1	0	0	754	0.000202688	126	3.3871e-005	80	55	0.000303867	10	5.524899825e-005	87	21	0.0004305891	0.0001039353083	107	0.000390511	25	9.1241e-005	236.6719971	6.3621e-005	3720003.25	181000.2344	202048.7656	273999.9688	27951	7.5	59.50000381	0.06461273879
21	1985	1.279999971	9.5	11405.7207	55.89949036	0.1917372793	23.65789986	0.3000000119	21	39.10359955	0.2026419938	7654.335449	1	0	0	712	0.00019109	117	3.1401e-005	69	61	0.000344633	16	9.039499855e-005	84	18	0.0004221076	9.045162733e-005	92	0.000342007	30	0.000111524	203.75	5.4683e-005	3725993	176999.875	199001.4062	269000.3438	28520	7.199999809	60.10000229	-0.002490190789
21	1986	1.169999957	9.300000191	11602.68359	55.57971191	0.1867904961	23.53149986	0.3000000119	21	45.792099	0.1796299964	7859.620605	1	0	0	805	0.000216049	142	3.81106e-005	108	58	0.00031694	18	9.836100071e-005	89	22	0.0004540816	0.0001122448957	105	0.000426829	34	0.000138211	244.9060059	6.5729e-005	3726006.75	182999.9375	196000	246000.1562	29285	7	60.70000076	0.0103472257
21	1987	1.159999967	8.800000191	12008	55.38739014	0.1809999943	23.40579987	0.3000000119	21	45.77980042	0.1739349961	8135.244141	1	0	0	844	0.000226456	121	3.24658e-005	75	80	0.000437158	10	5.464499918e-005	87	17	0.00045312	8.854200132e-005	106	0.000441667	25	0.000104167	255.8509979	6.8648e-005	3726993.25	183000.1875	192002.1094	239999.8125	30320	6.199999809	61.5	0.04725307971
21	1988	1.159999967	7.900000095	12340.71191	56.57941818	0.1742059588	23.28079987	0.3000000119	21	45.77980042	0.1661220044	8482.435547	1	0	0	838	0.000224846	107	2.87094e-005	79	77	0.000435028	9	5.084700024e-005	93	20	0.00052247	0.0001123600014	106	0.000432653	22	8.9796e-005	224.8500061	6.033e-005	3726995.5	177000.1094	178000.6562	245000.0312	31614	5.5	62.30000305	0.0329400152
22	1982	1.840000033	10.30000019	12213.60352	53.74718475	0.8663484454	15.2656002	0.3282859921	18	3.454299927	0.2814959884	6137.798828	1	1	1	1091	0.000248916	230	5.24755e-005	120	58	0.000241667	15	6.250000297e-005	155	49	0.0006158607	0.0001946914417	175	0.000507246	50	0.000144928	378.6090088	8.6381e-005	4383004.5	239999.6719	251680.2969	345000.25	26902	9.699999809	57.79999924	-0.04282776266
22	1983	1.75999999	11.80000019	11994.26562	53.36705399	0.8325688243	15.1498003	0.3434140086	18	3.409100056	0.2434989959	6208.741699	0	1	1	933	0.000210088	168	3.78293e-005	95	66	0.000280851	13	5.531900024e-005	117	31	0.0004699425	0.0001245146705	142	0.000413994	37	0.000107872	362.4700012	8.1619e-005	4440996.5	235000.0469	248966.6562	343000.125	27573	9.600000381	57.90000153	-0.0619937852
22	1984	1.74000001	10	12017.58203	54.88225937	0.7978022099	15.03479958	0.359239012	18	3.183099985	0.2816250026	7080.938477	0	1	1	961	0.000215423	222	4.97646e-005	138	70	0.00030837	19	8.369999705e-005	119	53	0.0004831854	0.0002152002271	152	0.000449704	48	0.000142012	407.5270081	9.1353e-005	4460990.5	227000.0156	246282.2656	338000.0938	31588	7.5	59.50000381	0.02439709939
22	1985	1.600000024	11.5	11972.45801	54.95467377	0.7690678239	14.92070007	0.3757939935	18	3.124300003	0.2028689981	7445.878418	0	1	1	931	0.000207766	194	4.32939e-005	113	61	0.000276018	8	3.619899871e-005	118	46	0.0004843473	0.0001888133702	134	0.000406061	42	0.000127273	360.6489868	8.0484e-005	4481002.5	221000.0781	243626.8125	329999.6875	33365	7.199999809	60.10000229	-0.02766192332
22	1986	1.450000048	13.10000038	11602.68359	53.71233368	0.7492260337	14.80749989	0.3931109905	18	3.080699921	0.1960829943	7108.686035	0	1	1	932	0.000207157	181	4.02312e-005	91	57	0.000256757	12	5.405399861e-005	108	32	0.0004481328	0.0001327800856	141	0.000465347	34	0.000112211	351.9129944	7.822e-005	4499003	221999.7969	241000	302999.6875	31982	7	60.70000076	-0.09048254043
22	1987	1.399999976	12	11515	53.64404297	0.726000011	14.69509983	0.4112269878	20.5	3.106899977	0.1826959997	6859.20752	0	1	1	827	0.000185384	174	3.90047e-005	103	58	0.000271028	11	5.140199937e-005	82	24	0.00035498	0.0001038960036	127	0.000437931	40	0.000137931	303.5750122	6.8051e-005	4461011	214000.0312	230998.9219	290000	30599	6.199999809	61.5	-0.06095817685
22	1988	1.389999986	10.89999962	11830.60645	53.84858322	0.698748827	14.58360004	0.4301770031	21	3.106899977	0.1706250012	7867.977051	0	1	1	925	0.000209846	208	4.71869e-005	131	57	0.000279412	12	5.882400001e-005	108	39	0.00051675	0.000186603007	110	0.000372881	34	0.000115254	313.572998	7.1137e-005	4407994.5	203999.8281	208998.5625	295000.2812	34682	5.5	62.30000305	0.02137933299
23	1982	1.970000029	8.600000381	11442.7207	55.99051285	0.8054893017	0.1000000015	0.400000006	20	3.345099926	0.1875829995	6733.285645	0	1	0	166	0.000146127	30	2.64085e-005	24	11	0.000180328	2	3.278700024e-005	26	6	0.0004176435	9.637926269e-005	19	0.0002375	4	5e-005	75.23999786	6.6232e-005	1135998.125	60999.95312	62254.05859	80000	7649	9.699999809	57.79999924	0.005875521805
23	1983	1.99000001	9	11795.87109	57.25995255	0.7740826011	0.1000000015	0.400000006	20	3.406100035	0.183961004	6920.51709	0	1	0	224	0.000195633	44	3.84279e-005	31	22	0.000372881	4	6.779700198e-005	30	9	0.0004863598	0.0001459079504	43	0.000530864	11	0.000135802	91.59500122	7.9996e-005	1145001.125	59000.05469	61682.72656	81000.03125	7924	9.600000381	57.90000153	0.06236035004
23	1984	1.970000029	6.099999905	12271.42871	59.76878357	0.7417582273	0.1000000015	0.400000006	20	3.571190119	0.179519996	8083.908203	0	1	0	232	0.000200692	47	4.06574e-005	39	15	0.000258621	2	3.448300049e-005	39	12	0.0006381241	0.0001963458781	22	0.000271605	9	0.000111111	71.80000305	6.2115e-005	1156000.25	57999.92969	61116.63672	80999.97656	9345	7.5	59.50000381	0.05904521048
23	1985	1.830000043	5.400000095	12609.11035	59.77143097	0.7150424123	0.1000000015	0.400000006	20.5	3.350519896	0.1747480035	7969.934082	0	1	0	206	0.000176976	39	3.35052e-005	28	18	0.000321429	4	7.142899995e-005	31	4	0.000511925	6.605483941e-005	22	0.000275	8	0.0001	58.59999847	5.0342e-005	1163999.625	55999.92578	60555.74219	80000	9277	7.199999809	60.10000229	0.03663063049
23	1986	1.789999962	5.300000191	13292.05371	60.1359024	0.7498070002	0.1000000015	0.400000006	21	3.32765007	0.1696819961	8550.347656	0	1	0	214	0.000182594	34	2.90102e-005	21	12	0.000214286	1	1.785700078e-005	22	5	0.0003666667	8.333333244e-005	41	0.000554054	10	0.000135135	65.87999725	5.6214e-005	1171999.125	55999.92578	60000	74000.00781	10021	7	60.70000076	0.06183904782
23	1987	1.779999971	4.400000095	13984	62.47216034	0.7875000238	0.1000000015	0.400000006	21	3.285589933	0.1887869984	9069.936523	0	1	0	232	0.000195451	36	3.03286e-005	26	12	0.000214286	2	3.571400157e-005	34	9	0.00057627	0.0001525419939	26	0.000361111	11	0.000152778	59.93000031	5.049e-005	1186998.375	55999.92578	59000.12109	72000.02344	10766	6.199999809	61.5	0.11284554
23	1988	1.779999971	3.799999952	14538.97949	62.91028214	0.757940352	0.1000000015	0.400000006	21	3.285589933	0.1798260063	9461.399414	0	1	0	255	0.000211618	31	2.57261e-005	25	21	0.000381818	3	5.454499842e-005	28	4	0.0005	7.142899995e-005	29	0.000376623	6	7.7922e-005	61.77000046	5.1261e-005	1205001.5	55000.02344	55999.99609	77000.07812	11401	5.5	62.30000305	0.07037708908
24	1982	2.460000038	8.399999619	15198.09082	61.45026016	0.2410501242	3.022690058	0.3282859921	21	1.533679962	0.1962790042	6768.09375	1	0	0	640	0.000149778	182	4.2593e-005	101	43	0.000181435	10	4.219399852e-005	90	45	0.0003846021	0.0001923010714	92	0.000296774	37	0.000119355	175.6000061	4.1096e-005	4272990.5	236999.4844	234008.0625	310000.1875	28920	9.699999809	57.79999924	-0.006933488417
24	1983	2.380000114	6.900000095	15644.49512	63.14654922	0.2316513807	3.034090042	0.3434140086	21	1.501049995	0.2046899945	7118.825195	1	0	0	656	0.000152523	167	3.88282e-005	93	47	0.000204348	11	4.782600081e-005	69	32	0.0002977696	0.0001380960457	102	0.000326923	36	0.000115385	177.3300018	4.1231e-005	4300990.5	229999.7969	231722.7969	312000.0625	30618	9.600000381	57.90000153	0.05796355382
24	1984	2.319999933	5.400000095	16313.18652	64.5377121	0.2219780236	3.045540094	0.359239012	21	1.133939981	0.2128629982	7289.488281	1	0	0	643	0.00014785	142	3.26512e-005	86	48	0.000215247	10	4.484300007e-005	62	15	0.0002701998	6.537092122e-005	109	0.000346032	43	0.000136508	180.0700073	4.1405e-005	4349002	222999.625	229459.8438	314999.7812	31702	7.5	59.50000381	0.06711327285
24	1985	2.25999999	4.599999905	16921.60938	64.55090332	0.2139830589	3.057039976	0.3757939935	21	1.122840047	0.2152969986	7590.409668	1	0	0	729	0.000165984	141	3.21038e-005	85	39	0.000179724	6	2.764999954e-005	90	32	0.0003960937	0.0001408333046	123	0.000389241	41	0.000129747	188.8399963	4.2997e-005	4391989.5	216999.4062	227218.9844	315999.5938	33337	7.199999809	60.10000229	0.05542423204
24	1986	2.130000114	4.5	17475.74805	66.24410248	0.2084623426	3.068579912	0.3931109905	21	1.107380033	0.1760369986	7826.70459	1	0	0	784	0.000175745	174	3.90047e-005	106	56	0.000265403	13	6.161099736e-005	75	27	0.0003333333	0.000119999997	132	0.00044898	55	0.000187075	197.0800018	4.4178e-005	4461009	210999.875	225000	293999.75	34915	7	60.70000076	0.05596797541
24	1987	2.099999905	4.199999809	18167	66.69565582	0.202000007	3.080159903	0.4112269878	21	1.091510057	0.1703680009	8046.975098	1	0	0	814	0.000179493	172	3.79272e-005	101	53	0.000256039	17	8.212599641e-005	90	23	0.00040541	0.0001036039976	118	0.000408304	41	0.000141869	170.0099945	3.7488e-005	4534996	206999.7188	221997.4844	289000.3438	36493	6.199999809	61.5	0.07183524221
24	1988	1.980000019	4.5	18755.5332	66.68564606	0.1944177151	3.091779947	0.4301770031	21	1.091510057	0.1723479927	8112.945801	1	0	0	782	0.000169191	150	3.24535e-005	92	50	0.000253807	7	3.553300121e-005	80	25	0.00037383	0.0001168219969	100	0.000322581	31	0.0001	158.0099945	3.4186e-005	4621995.5	197000.0781	214001.0156	309999.6562	37498	5.5	62.30000305	0.05440767482
25	1982	2.460000038	7.900000095	15215.99023	62.05266571	0.2863961756	0	0.1000000015	20	1.811139941	0.1906069964	6380.050781	0	0	0	659	0.000114669	169	2.94066e-005	108	76	0.000262069	15	5.172400051e-005	92	33	0.0002770814	9.938789299e-005	109	0.000244395	45	0.000100897	344.769989	5.9992e-005	5746976	289999.9688	332032.375	445999.3125	36666	9.699999809	57.79999924	-0.001732509816
25	1983	2.420000076	6.900000095	15801.60547	61.98569107	0.2752293646	0	0.1000000015	20	1.800209999	0.1860820055	6510.739746	0	0	0	651	0.000112903	198	3.43392e-005	131	59	0.00020922	12	4.255300155e-005	85	48	0.0002612782	0.000147545361	109	0.000247166	55	0.000124717	221.5200043	3.8419e-005	5766011.5	281999.8125	325323.6875	440999.1562	37541	9.600000381	57.90000153	0.06773817539
25	1984	2.460000038	4.800000191	16735.16406	64.33163452	0.263736248	0	0.1000000015	20	2.242150068	0.1798020005	6646.59082	0	0	0	666	0.000114867	181	3.12177e-005	130	58	0.000211679	13	4.744499893e-005	101	43	0.0003168622	0.0001349017257	119	0.000273563	48	0.000110345	210.5700073	3.6318e-005	5798010	273999.7812	318750.5625	435000.3438	38537	7.5	59.50000381	0.08391208202
25	1985	2.400000095	3.900000095	17271.18555	64.64490509	0.2542372942	0	0.1000000015	20.5	2.310319901	0.1736640036	6818.296387	0	0	0	742	0.000127448	176	3.02302e-005	105	64	0.0002397	10	3.745299909e-005	103	35	0.0003298003	0.0001120680608	101	0.000237089	44	0.000103286	188.4299927	3.2365e-005	5821982	267000.4062	312310.2188	426000.375	39696	7.199999809	60.10000229	0.05511312187
25	1986	2.200000048	3.799999952	18145.51172	64.45320892	0.2476780117	0	0.1000000015	21	1.800070047	0.1709990054	7027.964355	0	0	0	752	0.0001289	190	3.25677e-005	123	72	0.000271698	27	0.0001018870025	80	29	0.0002614379	9.477123967e-005	109	0.000282383	47	0.000121762	187.3000031	3.2104e-005	5833979.5	265000.125	306000	386000.5625	41001	7	60.70000076	0.06026916206
25	1987	2.25999999	3.200000048	19050	65.11881256	0.2399999946	0	0.1000000015	21	1.793609977	0.1629260033	7225.436035	0	0	0	689	0.000117677	163	2.78395e-005	110	67	0.00026378	14	5.511799827e-005	94	36	0.00031757	0.0001216219971	80	0.000214477	38	0.000101877	176.0399933	3.0067e-005	5855010	253999.5469	295997.75	373000.375	42305	6.199999809	61.5	0.07459306717
25	1988	2.150000095	3.299999952	20034.64844	66.17519379	0.2309913337	0	0.1000000015	21	1.793609977	0.1551740021	7358.472656	0	0	0	725	0.000123111	165	2.80183e-005	106	48	0.000202532	9	3.797500176e-005	92	37	0.00033577	0.0001350359962	86	0.00021608	34	8.5427e-005	204.2200012	3.4677e-005	5888994	236999.5938	273997.0938	398000.7188	43334	5.5	62.30000305	0.05770743266
26	1982	1.879999995	15.5	13247.0166	53.53864288	0.5456539392	0.6248099804	0.200000003	21	0	0.243818	6712.743164	1	0	0	1392	0.000152682	392	4.29966e-005	225	89	0.000180162	24	4.858299872e-005	178	84	0.0003437775	0.0001622320706	169	0.000246715	81	0.000118248	496.1400146	5.4419e-005	9116988	493999.8438	517776.75	685000.875	61200	9.699999809	57.79999924	-0.08066317439
